ar,kvartal,diagnoskapitel_kod,diagnoskapitel_text,antal,andel,antal_kvinnor,andel_kvinnor,antal_man,andel_man
2013,2,K00-K93,Matsmältningsorganens sjukdomar,2216,1.62,1216,1.38,1000,2.08
2013,2,L00-L99,Hudens och underhudens sjukdomar,784,0.57,452,0.51,332,0.69
2013,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,32564,23.9,20421,23.1,12143,25.2
2013,2,N00-N99,Sjukdomar i urin- och könsorganen,1339,0.98,792,0.9,547,1.14
2013,2,O00-O99,"Graviditet, förlossning och barnsängstid",3031,2.22,3031,3.43,-,-
2013,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2013,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",375,0.27,257,0.29,118,0.25
2013,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3249,2.38,2185,2.47,1064,2.21
2013,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10082,7.39,4632,5.24,5450,11.3
2013,2,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2013,2,V01-Y98,Yttre orsaker till sjukdom och död,30,0.02,14,0.02,16,0.03
2013,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1246,0.91,733,0.83,513,1.07
2013,2,-00--99,Saknas/Okänd,4595,3.37,2941,3.33,1654,3.44
2013,3,Samtliga,Samtliga,142705,100,92387,100,50318,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,834,0.58,478,0.52,356,0.71
2013,3,C00-D48,Tumörer,9436,6.61,6067,6.57,3369,6.7
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,335,0.23,209,0.23,126,0.25
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1525,1.07,1026,1.11,499,0.99
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,53953,37.8,38399,41.6,15554,30.9
2013,3,G00-G99,Sjukdomar i nervsystemet,5466,3.83,3483,3.77,1983,3.94
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,622,0.44,307,0.33,315,0.63
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,659,0.46,434,0.47,225,0.45
2013,3,I00-I99,Cirkulationsorganens sjukdomar,5768,4.04,2288,2.48,3480,6.92
2013,3,J00-J99,Andningsorganens sjukdomar,1620,1.14,1033,1.12,587,1.17
2013,3,K00-K93,Matsmältningsorganens sjukdomar,2451,1.72,1341,1.45,1110,2.21
2013,3,L00-L99,Hudens och underhudens sjukdomar,817,0.57,491,0.53,326,0.65
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,33481,23.5,21036,22.8,12445,24.7
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,1448,1.01,912,0.99,536,1.07
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",3454,2.42,3454,3.74,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",408,0.29,293,0.32,115,0.23
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3538,2.48,2398,2.6,1140,2.27
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10430,7.31,4670,5.05,5760,11.4
2013,3,U00-U99,Koder för särskilda ändamål,..,..,-,-,..,..
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,14,0.03
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1341,0.94,798,0.86,543,1.08
2013,3,-00--99,Saknas/Okänd,5081,3.56,3252,3.52,1829,3.63
2013,4,Samtliga,Samtliga,155766,100,100781,100,54985,100
2013,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,814,0.52,466,0.46,348,0.63
2013,4,C00-D48,Tumörer,9599,6.16,6232,6.18,3367,6.12
2013,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,364,0.23,229,0.23,135,0.25
2013,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1541,0.99,1031,1.02,510,0.93
2013,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,60828,39.1,43333,43,17495,31.8
2013,4,G00-G99,Sjukdomar i nervsystemet,5866,3.77,3722,3.69,2144,3.9
2013,4,H00-H59,Sjukdomar i ögat och närliggande organ,655,0.42,329,0.33,326,0.59
2013,4,H60-H95,Sjukdomar i örat och mastoidutskottet,757,0.49,508,0.5,249,0.45
2013,4,I00-I99,Cirkulationsorganens sjukdomar,6013,3.86,2427,2.41,3586,6.52
2013,4,J00-J99,Andningsorganens sjukdomar,1750,1.12,1111,1.1,639,1.16
2013,4,K00-K93,Matsmältningsorganens sjukdomar,2363,1.52,1279,1.27,1084,1.97
2013,4,L00-L99,Hudens och underhudens sjukdomar,866,0.56,502,0.5,364,0.66
2013,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,37401,24,22873,22.7,14528,26.4
2013,4,N00-N99,Sjukdomar i urin- och könsorganen,1485,0.95,887,0.88,598,1.09
2013,4,O00-O99,"Graviditet, förlossning och barnsängstid",3714,2.38,3714,3.69,-,-
2013,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2013,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",453,0.29,327,0.32,126,0.23
2013,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3870,2.48,2638,2.62,1232,2.24
2013,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10690,6.86,4898,4.86,5792,10.5
2013,4,U00-U99,Koder för särskilda ändamål,..,..,-,-,..,..
2013,4,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,12,0.02
2013,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1505,0.97,921,0.91,584,1.06
2013,4,-00--99,Saknas/Okänd,5190,3.33,3332,3.31,1858,3.38
2014,1,Samtliga,Samtliga,162812,100,106779,100,56033,100
2014,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,791,0.49,471,0.44,320,0.57
2014,1,C00-D48,Tumörer,9612,5.9,6297,5.9,3315,5.92
2014,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,369,0.23,244,0.23,125,0.22
2014,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1600,0.98,1071,1,529,0.94
2014,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,64123,39.4,45916,43,18207,32.5
2014,1,G00-G99,Sjukdomar i nervsystemet,6025,3.7,3898,3.65,2127,3.8
2014,1,H00-H59,Sjukdomar i ögat och närliggande organ,626,0.38,325,0.3,301,0.54
2014,1,H60-H95,Sjukdomar i örat och mastoidutskottet,816,0.5,544,0.51,272,0.49
2014,1,I00-I99,Cirkulationsorganens sjukdomar,6138,3.77,2563,2.4,3575,6.38
2014,1,J00-J99,Andningsorganens sjukdomar,2022,1.24,1266,1.19,756,1.35
2014,1,K00-K93,Matsmältningsorganens sjukdomar,2569,1.58,1414,1.32,1155,2.06
2014,1,L00-L99,Hudens och underhudens sjukdomar,917,0.56,554,0.52,363,0.65
2014,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,38472,23.6,23836,22.3,14636,26.1
2014,1,N00-N99,Sjukdomar i urin- och könsorganen,1494,0.92,881,0.83,613,1.09
2014,1,O00-O99,"Graviditet, förlossning och barnsängstid",4206,2.58,4206,3.94,-,-
2014,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2014,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",464,0.28,335,0.31,129,0.23
2014,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4141,2.54,2867,2.68,1274,2.27
2014,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10543,6.48,5061,4.74,5482,9.78
2014,1,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2014,1,V01-Y98,Yttre orsaker till sjukdom och död,23,0.01,13,0.01,10,0.02
2014,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1633,1,1000,0.94,633,1.13
2014,1,-00--99,Saknas/Okänd,6210,3.81,4007,3.75,2203,3.93
2014,2,Samtliga,Samtliga,157051,100,102138,100,54913,100
2014,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,729,0.46,429,0.42,300,0.55
2014,2,C00-D48,Tumörer,9533,6.07,6184,6.05,3349,6.1
2014,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,355,0.23,223,0.22,132,0.24
2014,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1415,0.9,958,0.94,457,0.83
2014,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,62650,39.9,44798,43.9,17852,32.5
2014,2,G00-G99,Sjukdomar i nervsystemet,5765,3.67,3734,3.66,2031,3.7
2014,2,H00-H59,Sjukdomar i ögat och närliggande organ,607,0.39,299,0.29,308,0.56
2014,2,H60-H95,Sjukdomar i örat och mastoidutskottet,737,0.47,497,0.49,240,0.44
2014,2,I00-I99,Cirkulationsorganens sjukdomar,5928,3.77,2360,2.31,3568,6.5
2014,2,J00-J99,Andningsorganens sjukdomar,1520,0.97,930,0.91,590,1.07
2014,2,K00-K93,Matsmältningsorganens sjukdomar,2373,1.51,1323,1.3,1050,1.91
2014,2,L00-L99,Hudens och underhudens sjukdomar,869,0.55,514,0.5,355,0.65
2014,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,36743,23.4,22779,22.3,13964,25.4
2014,2,N00-N99,Sjukdomar i urin- och könsorganen,1414,0.9,836,0.82,578,1.05
2014,2,O00-O99,"Graviditet, förlossning och barnsängstid",3271,2.08,3271,3.2,-,-
2014,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2014,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",440,0.28,324,0.32,116,0.21
2014,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3972,2.53,2765,2.71,1207,2.2
2014,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10682,6.8,4831,4.73,5851,10.7
2014,2,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2014,2,V01-Y98,Yttre orsaker till sjukdom och död,24,0.02,10,0.01,14,0.03
2014,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1580,1.01,946,0.93,634,1.15
2014,2,-00--99,Saknas/Okänd,6428,4.09,4120,4.03,2308,4.2
2014,3,Samtliga,Samtliga,161289,100,105366,100,55923,100
2014,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,878,0.54,532,0.5,346,0.62
2014,3,C00-D48,Tumörer,9602,5.95,6273,5.95,3329,5.95
2014,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,369,0.23,236,0.22,133,0.24
2014,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1586,0.98,1094,1.04,492,0.88
2014,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,63856,39.6,45561,43.2,18295,32.7
2014,3,G00-G99,Sjukdomar i nervsystemet,5819,3.61,3723,3.53,2096,3.75
2014,3,H00-H59,Sjukdomar i ögat och närliggande organ,617,0.38,301,0.29,316,0.57
2014,3,H60-H95,Sjukdomar i örat och mastoidutskottet,733,0.45,490,0.47,243,0.43
2014,3,I00-I99,Cirkulationsorganens sjukdomar,6039,3.74,2422,2.3,3617,6.47
2014,3,J00-J99,Andningsorganens sjukdomar,2011,1.25,1301,1.23,710,1.27
2014,3,K00-K93,Matsmältningsorganens sjukdomar,2512,1.56,1397,1.33,1115,1.99
2014,3,L00-L99,Hudens och underhudens sjukdomar,909,0.56,548,0.52,361,0.65
2014,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,36818,22.8,23051,21.9,13767,24.6
2014,3,N00-N99,Sjukdomar i urin- och könsorganen,1515,0.94,926,0.88,589,1.05
2014,3,O00-O99,"Graviditet, förlossning och barnsängstid",3703,2.3,3703,3.51,-,-
2014,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2014,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",448,0.28,353,0.34,95,0.17
2014,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4184,2.59,2880,2.73,1304,2.33
2014,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10622,6.59,4791,4.55,5831,10.4
2014,3,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2014,3,V01-Y98,Yttre orsaker till sjukdom och död,23,0.01,11,0.01,12,0.02
2014,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1564,0.97,969,0.92,595,1.06
2014,3,-00--99,Saknas/Okänd,7464,4.63,4796,4.55,2668,4.77
2014,4,Samtliga,Samtliga,179556,100,117291,100,62265,100
2014,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,877,0.49,534,0.46,343,0.55
2014,4,C00-D48,Tumörer,9865,5.49,6349,5.41,3516,5.65
2014,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,386,0.21,257,0.22,129,0.21
2014,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1663,0.93,1133,0.97,530,0.85
2014,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,74097,41.3,53038,45.2,21059,33.8
2014,4,G00-G99,Sjukdomar i nervsystemet,6289,3.5,3991,3.4,2298,3.69
2014,4,H00-H59,Sjukdomar i ögat och närliggande organ,644,0.36,320,0.27,324,0.52
2014,4,H60-H95,Sjukdomar i örat och mastoidutskottet,793,0.44,524,0.45,269,0.43
2014,4,I00-I99,Cirkulationsorganens sjukdomar,6326,3.52,2579,2.2,3747,6.02
2014,4,J00-J99,Andningsorganens sjukdomar,2322,1.29,1516,1.29,806,1.29
2014,4,K00-K93,Matsmältningsorganens sjukdomar,2665,1.48,1469,1.25,1196,1.92
2014,4,L00-L99,Hudens och underhudens sjukdomar,984,0.55,582,0.5,402,0.65
2014,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,40396,22.5,24713,21.1,15683,25.2
2014,4,N00-N99,Sjukdomar i urin- och könsorganen,1616,0.9,974,0.83,642,1.03
2014,4,O00-O99,"Graviditet, förlossning och barnsängstid",3924,2.19,3924,3.35,-,-
2014,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2014,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",509,0.28,393,0.34,116,0.19
2014,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4540,2.53,3152,2.69,1388,2.23
2014,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10894,6.07,5039,4.3,5855,9.4
2014,4,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2014,4,V01-Y98,Yttre orsaker till sjukdom och död,31,0.02,17,0.01,14,0.02
2014,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1814,1.01,1092,0.93,722,1.16
2014,4,-00--99,Saknas/Okänd,8896,4.95,5680,4.84,3216,5.17
2015,1,Samtliga,Samtliga,185138,100,122391,100,62747,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,863,0.47,532,0.43,331,0.53
2015,1,C00-D48,Tumörer,9989,5.4,6455,5.27,3534,5.63
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,432,0.23,308,0.25,124,0.2
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1685,0.91,1167,0.95,518,0.83
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,77128,41.7,55429,45.3,21699,34.6
2015,1,G00-G99,Sjukdomar i nervsystemet,6333,3.42,4088,3.34,2245,3.58
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,684,0.37,349,0.29,335,0.53
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,861,0.47,593,0.48,268,0.43
2015,1,I00-I99,Cirkulationsorganens sjukdomar,6328,3.42,2563,2.09,3765,6
2015,1,J00-J99,Andningsorganens sjukdomar,2541,1.37,1648,1.35,893,1.42
2015,1,K00-K93,Matsmältningsorganens sjukdomar,2749,1.48,1554,1.27,1195,1.9
2015,1,L00-L99,Hudens och underhudens sjukdomar,982,0.53,579,0.47,403,0.64
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,40507,21.9,25120,20.5,15387,24.5
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,1668,0.9,1019,0.83,649,1.03
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",4435,2.4,4435,3.62,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",498,0.27,393,0.32,105,0.17
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4671,2.52,3253,2.66,1418,2.26
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11831,6.39,5928,4.84,5903,9.41
2015,1,U00-U99,Koder för särskilda ändamål,..,..,..,..,10,0.02
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1872,1.01,1153,0.94,719,1.15
2015,1,-00--99,Saknas/Okänd,9037,4.88,5805,4.74,3232,5.15
2015,2,Samtliga,Samtliga,179845,100,118060,100,61785,100
2015,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,735,0.41,444,0.38,291,0.47
2015,2,C00-D48,Tumörer,9965,5.54,6428,5.44,3537,5.72
2015,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,431,0.24,299,0.25,132,0.21
2015,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1542,0.86,1050,0.89,492,0.8
2015,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,77615,43.2,55587,47.1,22028,35.7
2015,2,G00-G99,Sjukdomar i nervsystemet,6289,3.5,4084,3.46,2205,3.57
2015,2,H00-H59,Sjukdomar i ögat och närliggande organ,606,0.34,302,0.26,304,0.49
2015,2,H60-H95,Sjukdomar i örat och mastoidutskottet,761,0.42,502,0.43,259,0.42
2015,2,I00-I99,Cirkulationsorganens sjukdomar,6219,3.46,2464,2.09,3755,6.08
2015,2,J00-J99,Andningsorganens sjukdomar,1700,0.95,1080,0.91,620,1
2015,2,K00-K93,Matsmältningsorganens sjukdomar,2567,1.43,1439,1.22,1128,1.83
2015,2,L00-L99,Hudens och underhudens sjukdomar,902,0.5,537,0.45,365,0.59
2015,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,38818,21.6,23971,20.3,14847,24
2015,2,N00-N99,Sjukdomar i urin- och könsorganen,1537,0.85,910,0.77,627,1.01
2015,2,O00-O99,"Graviditet, förlossning och barnsängstid",3735,2.08,3735,3.16,-,-
2015,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2015,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",518,0.29,412,0.35,106,0.17
2015,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4454,2.48,3117,2.64,1337,2.16
2015,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11203,6.23,5151,4.36,6052,9.8
2015,2,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2015,2,V01-Y98,Yttre orsaker till sjukdom och död,..,..,16,0.01,..,..
2015,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1836,1.02,1123,0.95,713,1.15
2015,2,-00--99,Saknas/Okänd,8364,4.65,5396,4.57,2968,4.8
2015,3,Samtliga,Samtliga,182127,100,119912,100,62215,100
2015,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,897,0.49,533,0.44,364,0.59
2015,3,C00-D48,Tumörer,10080,5.53,6502,5.42,3578,5.75
2015,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,450,0.25,287,0.24,163,0.26
2015,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1715,0.94,1208,1.01,507,0.81
2015,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,78162,42.9,55935,46.6,22227,35.7
2015,3,G00-G99,Sjukdomar i nervsystemet,6463,3.55,4145,3.46,2318,3.73
2015,3,H00-H59,Sjukdomar i ögat och närliggande organ,672,0.37,341,0.28,331,0.53
2015,3,H60-H95,Sjukdomar i örat och mastoidutskottet,826,0.45,551,0.46,275,0.44
2015,3,I00-I99,Cirkulationsorganens sjukdomar,6342,3.48,2525,2.11,3817,6.14
2015,3,J00-J99,Andningsorganens sjukdomar,2141,1.18,1401,1.17,740,1.19
2015,3,K00-K93,Matsmältningsorganens sjukdomar,2798,1.54,1581,1.32,1217,1.96
2015,3,L00-L99,Hudens och underhudens sjukdomar,969,0.53,587,0.49,382,0.61
2015,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,38430,21.1,23989,20,14441,23.2
2015,3,N00-N99,Sjukdomar i urin- och könsorganen,1636,0.9,1002,0.84,634,1.02
2015,3,O00-O99,"Graviditet, förlossning och barnsängstid",4174,2.29,4174,3.48,-,-
2015,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2015,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",527,0.29,427,0.36,100,0.16
2015,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4612,2.53,3169,2.64,1443,2.32
2015,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11301,6.21,5140,4.29,6161,9.9
2015,3,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2015,3,V01-Y98,Yttre orsaker till sjukdom och död,29,0.02,17,0.01,12,0.02
2015,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1785,0.98,1119,0.93,666,1.07
2015,3,-00--99,Saknas/Okänd,8090,4.44,5262,4.39,2828,4.55
2015,4,Samtliga,Samtliga,194171,100,127891,100,66280,100
2015,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,895,0.46,547,0.43,348,0.53
2015,4,C00-D48,Tumörer,10421,5.37,6715,5.25,3706,5.59
2015,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,430,0.22,272,0.21,158,0.24
2015,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1730,0.89,1194,0.93,536,0.81
2015,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,85805,44.2,61629,48.2,24176,36.5
2015,4,G00-G99,Sjukdomar i nervsystemet,6995,3.6,4485,3.51,2510,3.79
2015,4,H00-H59,Sjukdomar i ögat och närliggande organ,719,0.37,356,0.28,363,0.55
2015,4,H60-H95,Sjukdomar i örat och mastoidutskottet,864,0.44,574,0.45,290,0.44
2015,4,I00-I99,Cirkulationsorganens sjukdomar,6552,3.37,2573,2.01,3979,6
2015,4,J00-J99,Andningsorganens sjukdomar,2442,1.26,1620,1.27,822,1.24
2015,4,K00-K93,Matsmältningsorganens sjukdomar,2814,1.45,1521,1.19,1293,1.95
2015,4,L00-L99,Hudens och underhudens sjukdomar,977,0.5,611,0.48,366,0.55
2015,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,41132,21.2,25236,19.7,15896,24
2015,4,N00-N99,Sjukdomar i urin- och könsorganen,1683,0.87,1013,0.79,670,1.01
2015,4,O00-O99,"Graviditet, förlossning och barnsängstid",4352,2.24,4352,3.4,-,-
2015,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2015,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",575,0.3,456,0.36,119,0.18
2015,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4750,2.45,3294,2.58,1456,2.2
2015,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11283,5.81,5231,4.09,6052,9.13
2015,4,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2015,4,V01-Y98,Yttre orsaker till sjukdom och död,26,0.01,12,0.01,14,0.02
2015,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1904,0.98,1185,0.93,719,1.08
2015,4,-00--99,Saknas/Okänd,7796,4.02,5004,3.91,2792,4.21
2016,1,Samtliga,Samtliga,197898,100,131318,100,66580,100
2016,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,838,0.42,518,0.39,320,0.48
2016,1,C00-D48,Tumörer,10649,5.38,6813,5.19,3836,5.76
2016,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,429,0.22,280,0.21,149,0.22
2016,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1734,0.88,1187,0.9,547,0.82
2016,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,87828,44.4,63146,48.1,24682,37.1
2016,1,G00-G99,Sjukdomar i nervsystemet,7205,3.64,4606,3.51,2599,3.9
2016,1,H00-H59,Sjukdomar i ögat och närliggande organ,701,0.35,341,0.26,360,0.54
2016,1,H60-H95,Sjukdomar i örat och mastoidutskottet,912,0.46,619,0.47,293,0.44
2016,1,I00-I99,Cirkulationsorganens sjukdomar,6537,3.3,2600,1.98,3937,5.91
2016,1,J00-J99,Andningsorganens sjukdomar,2623,1.33,1681,1.28,942,1.41
2016,1,K00-K93,Matsmältningsorganens sjukdomar,2918,1.47,1658,1.26,1260,1.89
2016,1,L00-L99,Hudens och underhudens sjukdomar,984,0.5,607,0.46,377,0.57
2016,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,41110,20.8,25582,19.5,15528,23.3
2016,1,N00-N99,Sjukdomar i urin- och könsorganen,1759,0.89,1083,0.82,676,1.02
2016,1,O00-O99,"Graviditet, förlossning och barnsängstid",4659,2.35,4659,3.55,-,-
2016,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2016,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",590,0.3,466,0.35,124,0.19
2016,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4872,2.46,3429,2.61,1443,2.17
